Date,Invoice ID,Product Name,Category,Quantity,Unit Price,Total Sales,Payment Method,Branch,Customer Type
2024-08-13 23:00:00,INV3833,Smartphone,Electronics,1,19931,19931,Cash,Riverside,New
2024-04-17 19:00:00,INV3834,T-shirt,Fashion,5,830,4150,Card,City Center,Returning
2024-08-24 08:00:00,INV3835,Shoes,Fashion,5,2360,11800,Cash,Riverside,New
2024-02-27 10:00:00,INV3836,Laptop,Electronics,4,60152,240608,UPI,City Center,New
2024-05-20 14:00:00,INV3837,Microwave,Home Appliances,2,7010,14020,UPI,City Center,New
2024-03-04 07:00:00,INV3838,Mixer Grinder,Home Appliances,5,3417,17085,UPI,City Center,Returning
2024-08-28 17:00:00,INV3839,Pen Set,Books,3,32,96,Online Gateway,City Center,New
2024-11-26 15:00:00,INV3840,Pen Set,Books,1,171,171,Cash,Riverside,New
2024-09-10 21:00:00,INV3841,Headphones,Electronics,2,1419,2838,Cash,City Center,New
2024-12-16 18:00:00,INV3842,Shoes,Fashion,2,2367,4734,UPI,Riverside,New
2024-08-11 03:00:00,INV3843,Notebook,Books,4,15,60,Card,City Center,New
2024-07-26 00:00:00,INV3844,Pen Set,Books,2,37,74,UPI,Riverside,New
2024-08-20 06:00:00,INV3845,Pen Set,Books,1,-69,-69,Online Gateway,Riverside,New
2024-06-18 16:00:00,INV3846,Headphones,Electronics,3,1317,3951,Card,Riverside,New
2024-04-04 01:00:00,INV3847,Smartphone,Electronics,2,19908,39816,Cash,City Center,Returning
2024-12-23 20:00:00,INV3848,Smartphone,Electronics,4,19917,79668,Card,Riverside,Returning
2024-07-03 08:00:00,INV3849,Microwave,Home Appliances,2,7104,14208,Card,Riverside,Returning
2024-05-14 21:00:00,INV3850,Headphones,Electronics,5,1527,7635,UPI,Riverside,Returning
2024-06-11 05:00:00,INV3851,Novel,Books,2,675,1350,Cash,City Center,Returning
2024-03-24 13:00:00,INV3852,T-shirt,Fashion,4,995,3980,Online Gateway,City Center,New
2024-03-25 00:00:00,INV3853,Pen Set,Books,2,-123,-246,Card,City Center,Returning
2024-03-14 20:00:00,INV3854,Washing Machine,Home Appliances,5,15164,75820,Card,City Center,New
2024-12-14 01:00:00,INV3855,Mixer Grinder,Home Appliances,2,3364,6728,Card,City Center,New
2024-06-14 16:00:00,INV3856,Shoes,Fashion,5,2582,12910,Cash,Riverside,New
2024-03-13 23:00:00,INV3857,T-shirt,Fashion,3,770,2310,Card,City Center,New
2024-11-05 14:00:00,INV3858,Washing Machine,Home Appliances,4,14905,59620,Card,City Center,New
2024-10-25 18:00:00,INV3859,Mixer Grinder,Home Appliances,2,3619,7238,Online Gateway,City Center,Returning
2024-09-26 13:00:00,INV3860,Pen Set,Books,5,-109,-545,UPI,Riverside,New
2024-05-14 04:00:00,INV3861,Notebook,Books,3,72,216,Cash,City Center,New
2024-01-23 11:00:00,INV3862,Laptop,Electronics,1,60170,60170,Cash,City Center,Returning
2024-03-01 21:00:00,INV3863,Headphones,Electronics,5,1341,6705,Cash,City Center,Returning
2024-08-04 00:00:00,INV3864,Smartphone,Electronics,4,20075,80300,UPI,City Center,New
2024-12-22 03:00:00,INV3865,Pen Set,Books,2,30,60,UPI,Riverside,New
2024-01-10 18:00:00,INV3866,Mixer Grinder,Home Appliances,3,3685,11055,UPI,Riverside,New
2024-03-05 12:00:00,INV3867,Smartphone,Electronics,5,19875,99375,Online Gateway,Riverside,Returning
2024-11-07 16:00:00,INV3868,Mixer Grinder,Home Appliances,1,3377,3377,Card,Riverside,New
2024-06-24 13:00:00,INV3869,Jeans,Fashion,4,1840,7360,Cash,Riverside,Returning
2024-03-10 17:00:00,INV3870,Laptop,Electronics,1,60106,60106,Cash,City Center,Returning
2024-10-06 12:00:00,INV3871,Shoes,Fashion,4,2476,9904,UPI,City Center,Returning
2024-11-28 14:00:00,INV3872,Pen Set,Books,5,-10,-50,Card,Riverside,Returning
2024-03-28 12:00:00,INV3873,Novel,Books,1,420,420,Online Gateway,City Center,Returning
2024-06-05 04:00:00,INV3874,Mixer Grinder,Home Appliances,2,3464,6928,UPI,City Center,Returning
2024-05-12 05:00:00,INV3875,T-shirt,Fashion,2,895,1790,Online Gateway,City Center,New
2024-03-16 15:00:00,INV3876,Notebook,Books,4,-73,-292,Online Gateway,City Center,New
2024-06-09 01:00:00,INV3877,Washing Machine,Home Appliances,5,15114,75570,Online Gateway,Riverside,New
2024-11-30 00:00:00,INV3878,Novel,Books,5,394,1970,Card,City Center,New
2024-10-19 03:00:00,INV3879,T-shirt,Fashion,1,662,662,Online Gateway,Riverside,New
2024-07-06 05:00:00,INV3880,Mixer Grinder,Home Appliances,5,3678,18390,Cash,Riverside,Returning
2024-01-29 02:00:00,INV3881,Notebook,Books,2,180,360,Online Gateway,Riverside,New
2024-12-03 00:00:00,INV3882,Mixer Grinder,Home Appliances,2,3493,6986,Card,City Center,Returning
2024-12-23 10:00:00,INV3883,T-shirt,Fashion,2,679,1358,Cash,City Center,Returning
2024-03-30 22:00:00,INV3884,Novel,Books,3,671,2013,Card,Riverside,Returning
2024-04-20 21:00:00,INV3885,T-shirt,Fashion,2,610,1220,Card,Riverside,New
2024-03-27 00:00:00,INV3886,Jeans,Fashion,5,1820,9100,Card,City Center,Returning
2024-05-15 13:00:00,INV3887,T-shirt,Fashion,1,836,836,Cash,Riverside,Returning
2024-07-26 11:00:00,INV3888,Notebook,Books,4,-20,-80,UPI,Riverside,Returning
2024-11-16 23:00:00,INV3889,Laptop,Electronics,2,60006,120012,Card,Riverside,Returning
2024-02-28 09:00:00,INV3890,Mixer Grinder,Home Appliances,2,3450,6900,Card,City Center,New
2024-05-15 19:00:00,INV3891,Microwave,Home Appliances,4,6957,27828,Online Gateway,Riverside,Returning
2024-06-12 11:00:00,INV3892,Mixer Grinder,Home Appliances,5,3571,17855,Cash,City Center,New
2024-06-24 14:00:00,INV3893,Jeans,Fashion,2,1884,3768,Card,Riverside,Returning
2024-05-14 11:00:00,INV3894,Pen Set,Books,2,88,176,Cash,Riverside,New
2024-04-24 09:00:00,INV3895,T-shirt,Fashion,1,749,749,Card,City Center,New
2024-09-10 19:00:00,INV3896,Shoes,Fashion,3,2399,7197,UPI,Riverside,New
2024-06-10 02:00:00,INV3897,Washing Machine,Home Appliances,2,14872,29744,Cash,City Center,New
2024-08-30 10:00:00,INV3898,Pen Set,Books,5,82,410,Online Gateway,City Center,New
2024-04-02 14:00:00,INV3899,Novel,Books,2,423,846,Cash,City Center,Returning
2024-04-26 08:00:00,INV3900,Shoes,Fashion,2,2507,5014,UPI,City Center,New
2024-06-18 07:00:00,INV3901,Washing Machine,Home Appliances,1,15170,15170,Cash,City Center,Returning
2024-03-04 12:00:00,INV3902,Jeans,Fashion,4,1648,6592,Online Gateway,Riverside,New
2024-12-08 16:00:00,INV3903,Laptop,Electronics,2,59906,119812,Cash,City Center,New
2024-09-15 06:00:00,INV3904,Jeans,Fashion,4,1657,6628,Card,City Center,New
2024-06-16 17:00:00,INV3905,Pen Set,Books,4,20,80,Online Gateway,Riverside,Returning
2024-04-16 22:00:00,INV3906,Pen Set,Books,3,155,465,Cash,Riverside,New
2024-04-26 19:00:00,INV3907,Novel,Books,2,500,1000,UPI,Riverside,New
2024-06-03 13:00:00,INV3908,Laptop,Electronics,1,59959,59959,Cash,City Center,Returning
2024-09-13 11:00:00,INV3909,Smartphone,Electronics,5,19949,99745,Card,City Center,Returning
2024-01-30 23:00:00,INV3910,Mixer Grinder,Home Appliances,4,3475,13900,Cash,City Center,Returning
2024-09-28 12:00:00,INV3911,Shoes,Fashion,2,2670,5340,Card,City Center,New
2024-07-09 19:00:00,INV3912,Smartphone,Electronics,2,20031,40062,UPI,Riverside,Returning
2024-02-10 12:00:00,INV3913,Washing Machine,Home Appliances,1,14847,14847,UPI,City Center,Returning
2024-06-03 22:00:00,INV3914,Headphones,Electronics,5,1574,7870,Online Gateway,City Center,Returning
2024-11-04 03:00:00,INV3915,Notebook,Books,1,298,298,UPI,City Center,Returning
2024-07-02 10:00:00,INV3916,Washing Machine,Home Appliances,4,15022,60088,Cash,City Center,New
2024-07-08 16:00:00,INV3917,Pen Set,Books,2,68,136,Cash,City Center,New
2024-04-01 23:00:00,INV3918,Laptop,Electronics,5,59904,299520,UPI,Riverside,Returning
2024-07-03 10:00:00,INV3919,Novel,Books,1,690,690,Cash,Riverside,New
2024-10-15 07:00:00,INV3920,Notebook,Books,4,-63,-252,UPI,City Center,New
2024-12-15 10:00:00,INV3921,Headphones,Electronics,2,1430,2860,UPI,Riverside,New
2024-12-27 16:00:00,INV3922,Washing Machine,Home Appliances,5,15081,75405,Card,Riverside,New
2024-04-01 20:00:00,INV3923,Microwave,Home Appliances,4,7017,28068,Card,City Center,Returning
2024-08-10 17:00:00,INV3924,T-shirt,Fashion,1,659,659,Card,Riverside,New
2024-05-16 12:00:00,INV3925,Mixer Grinder,Home Appliances,4,3699,14796,Card,Riverside,Returning
2024-02-15 22:00:00,INV3926,Shoes,Fashion,4,2641,10564,Card,Riverside,New
2024-08-06 11:00:00,INV3927,Shoes,Fashion,2,2630,5260,UPI,City Center,New
2024-10-02 14:00:00,INV3928,Smartphone,Electronics,3,20031,60093,Cash,City Center,Returning
2024-12-28 19:00:00,INV3929,Novel,Books,5,662,3310,Cash,Riverside,Returning
2024-08-05 15:00:00,INV3930,Novel,Books,2,308,616,Online Gateway,Riverside,New
2024-12-23 16:00:00,INV3931,Washing Machine,Home Appliances,5,15161,75805,Online Gateway,Riverside,Returning
2024-01-27 06:00:00,INV3932,Mixer Grinder,Home Appliances,5,3688,18440,Online Gateway,City Center,Returning
2024-10-05 11:00:00,INV3933,Headphones,Electronics,5,1487,7435,Online Gateway,City Center,New
2024-01-12 13:00:00,INV3934,Jeans,Fashion,5,1652,8260,UPI,City Center,Returning
2024-01-10 16:00:00,INV3935,Novel,Books,5,399,1995,Card,City Center,New
2024-08-25 02:00:00,INV3936,Headphones,Electronics,2,1450,2900,Card,Riverside,Returning
2024-11-15 03:00:00,INV3937,Novel,Books,5,328,1640,Online Gateway,City Center,Returning
2024-01-02 01:00:00,INV3938,Headphones,Electronics,4,1627,6508,Cash,Riverside,Returning
2024-11-07 04:00:00,INV3939,Laptop,Electronics,4,59889,239556,Card,Riverside,New
2024-09-24 02:00:00,INV3940,Mixer Grinder,Home Appliances,5,3412,17060,UPI,Riverside,New
2024-12-26 12:00:00,INV3941,Mixer Grinder,Home Appliances,2,3636,7272,Cash,Riverside,New
2024-06-05 20:00:00,INV3942,Jeans,Fashion,4,1939,7756,Cash,City Center,Returning
2024-10-01 23:00:00,INV3943,Jeans,Fashion,1,1881,1881,Card,Riverside,Returning
2024-07-31 14:00:00,INV3944,Mixer Grinder,Home Appliances,2,3522,7044,UPI,City Center,Returning
2024-10-18 22:00:00,INV3945,Novel,Books,4,476,1904,Online Gateway,City Center,New
2024-05-25 03:00:00,INV3946,Laptop,Electronics,5,60046,300230,Online Gateway,City Center,New
2024-03-24 02:00:00,INV3947,Shoes,Fashion,5,2460,12300,UPI,City Center,Returning
2024-12-27 18:00:00,INV3948,Shoes,Fashion,3,2504,7512,Card,City Center,Returning
2024-02-14 16:00:00,INV3949,Mixer Grinder,Home Appliances,3,3620,10860,Cash,City Center,New
2024-10-06 11:00:00,INV3950,Microwave,Home Appliances,2,6800,13600,Cash,Riverside,Returning
2024-01-09 23:00:00,INV3951,Washing Machine,Home Appliances,1,14828,14828,Cash,Riverside,New
2024-11-12 21:00:00,INV3952,Smartphone,Electronics,1,20142,20142,Card,Riverside,New
2024-04-18 14:00:00,INV3953,Laptop,Electronics,1,59992,59992,Cash,Riverside,New
2024-12-13 22:00:00,INV3954,T-shirt,Fashion,5,637,3185,UPI,City Center,Returning
2024-07-18 05:00:00,INV3955,Washing Machine,Home Appliances,2,15122,30244,Card,Riverside,Returning
2024-05-18 01:00:00,INV3956,Notebook,Books,2,-75,-150,UPI,City Center,Returning
2024-11-19 11:00:00,INV3957,T-shirt,Fashion,1,853,853,Online Gateway,Riverside,Returning
2024-09-04 11:00:00,INV3958,Washing Machine,Home Appliances,2,14829,29658,Online Gateway,City Center,Returning
2024-04-05 15:00:00,INV3959,Washing Machine,Home Appliances,2,15105,30210,Card,Riverside,New
2024-08-24 21:00:00,INV3960,Mixer Grinder,Home Appliances,1,3681,3681,Online Gateway,Riverside,Returning
2024-03-11 16:00:00,INV3961,Laptop,Electronics,2,60089,120178,Cash,Riverside,New
2024-03-22 02:00:00,INV3962,Washing Machine,Home Appliances,5,15145,75725,UPI,City Center,New
2024-04-25 23:00:00,INV3963,Shoes,Fashion,2,2532,5064,Card,City Center,New
2024-05-31 20:00:00,INV3964,Jeans,Fashion,3,1966,5898,Card,City Center,Returning
2024-08-06 09:00:00,INV3965,Washing Machine,Home Appliances,1,15039,15039,Cash,Riverside,New
2024-09-24 12:00:00,INV3966,Shoes,Fashion,2,2647,5294,Cash,City Center,New
2024-11-10 21:00:00,INV3967,Laptop,Electronics,4,59857,239428,Card,Riverside,New
2024-04-20 05:00:00,INV3968,Mixer Grinder,Home Appliances,3,3367,10101,Online Gateway,Riverside,Returning
2024-10-01 13:00:00,INV3969,Washing Machine,Home Appliances,1,14897,14897,Card,Riverside,New
2024-09-21 17:00:00,INV3970,Notebook,Books,5,51,255,UPI,Riverside,New
2024-03-21 12:00:00,INV3971,Pen Set,Books,2,146,292,UPI,City Center,New
2024-03-14 05:00:00,INV3972,Washing Machine,Home Appliances,3,15061,45183,Cash,City Center,Returning
2024-07-30 21:00:00,INV3973,T-shirt,Fashion,3,627,1881,Card,Riverside,New
2024-08-22 21:00:00,INV3974,Notebook,Books,3,-48,-144,Online Gateway,Riverside,New
2024-02-16 12:00:00,INV3975,Headphones,Electronics,4,1679,6716,Online Gateway,City Center,New
2024-01-21 12:00:00,INV3976,Smartphone,Electronics,1,19882,19882,Cash,Riverside,New
2024-11-24 16:00:00,INV3977,Smartphone,Electronics,2,19933,39866,Online Gateway,City Center,Returning
2024-09-26 18:00:00,INV3978,Pen Set,Books,4,224,896,Online Gateway,City Center,Returning
2024-07-25 14:00:00,INV3979,Shoes,Fashion,5,2424,12120,Cash,City Center,Returning
2024-04-24 07:00:00,INV3980,Washing Machine,Home Appliances,1,14973,14973,Card,Riverside,New
2024-11-23 18:00:00,INV3981,Microwave,Home Appliances,5,7078,35390,Online Gateway,Riverside,New
2024-10-25 08:00:00,INV3982,Microwave,Home Appliances,4,7158,28632,Cash,Riverside,Returning
2024-08-15 03:00:00,INV3983,Shoes,Fashion,4,2565,10260,Card,City Center,Returning
2024-08-07 02:00:00,INV3984,Laptop,Electronics,4,60076,240304,Card,City Center,New
2024-12-22 04:00:00,INV3985,Headphones,Electronics,2,1622,3244,UPI,Riverside,New
2024-10-26 10:00:00,INV3986,Smartphone,Electronics,4,20147,80588,UPI,City Center,Returning
2024-09-11 06:00:00,INV3987,Mixer Grinder,Home Appliances,4,3353,13412,UPI,Riverside,New
2024-01-26 19:00:00,INV3988,Pen Set,Books,1,117,117,Card,City Center,New
2024-02-06 18:00:00,INV3989,Jeans,Fashion,5,1803,9015,Online Gateway,City Center,Returning
2024-05-31 18:00:00,INV3990,Shoes,Fashion,4,2619,10476,UPI,City Center,New
2024-02-24 00:00:00,INV3991,Headphones,Electronics,1,1469,1469,Cash,City Center,Returning
2024-12-17 12:00:00,INV3992,Pen Set,Books,5,216,1080,UPI,Riverside,New
2024-04-30 15:00:00,INV3993,T-shirt,Fashion,5,772,3860,Cash,City Center,Returning
2024-10-01 17:00:00,INV3994,Jeans,Fashion,4,1920,7680,Online Gateway,City Center,Returning
2024-02-08 17:00:00,INV3995,Smartphone,Electronics,3,19891,59673,Card,Riverside,Returning
2024-08-11 14:00:00,INV3996,Washing Machine,Home Appliances,4,14900,59600,Card,City Center,Returning
2024-12-28 23:00:00,INV3997,T-shirt,Fashion,4,999,3996,Cash,City Center,Returning
2024-05-13 20:00:00,INV3998,Microwave,Home Appliances,5,7072,35360,Online Gateway,Riverside,New
2024-04-10 09:00:00,INV3999,Novel,Books,5,523,2615,Online Gateway,City Center,New
2024-12-07 15:00:00,INV4000,Jeans,Fashion,5,1895,9475,Card,Riverside,New
2024-05-22 15:00:00,INV4001,Notebook,Books,5,62,310,Cash,Riverside,New
2024-10-17 16:00:00,INV4002,Notebook,Books,2,88,176,Cash,Riverside,New
2024-11-12 10:00:00,INV4003,Notebook,Books,3,286,858,Online Gateway,Riverside,Returning
2024-08-02 22:00:00,INV4004,Notebook,Books,4,191,764,Cash,City Center,New
2024-06-01 19:00:00,INV4005,Headphones,Electronics,3,1577,4731,Card,Riverside,Returning
2024-09-05 21:00:00,INV4006,T-shirt,Fashion,3,693,2079,Online Gateway,Riverside,Returning
2024-09-16 20:00:00,INV4007,Shoes,Fashion,2,2480,4960,UPI,City Center,New
2024-12-10 21:00:00,INV4008,Notebook,Books,2,249,498,UPI,Riverside,New
2024-04-12 20:00:00,INV4009,Shoes,Fashion,5,2593,12965,Cash,Riverside,Returning
2024-09-16 01:00:00,INV4010,Headphones,Electronics,3,1340,4020,UPI,City Center,Returning
2024-05-30 19:00:00,INV4011,Pen Set,Books,4,-59,-236,UPI,Riverside,New
2024-03-09 04:00:00,INV4012,Novel,Books,2,506,1012,Card,City Center,Returning
2024-12-05 19:00:00,INV4013,Mixer Grinder,Home Appliances,5,3700,18500,UPI,City Center,New
2024-05-29 07:00:00,INV4014,Mixer Grinder,Home Appliances,1,3586,3586,Online Gateway,Riverside,Returning
2024-06-16 01:00:00,INV4015,Laptop,Electronics,4,60065,240260,UPI,Riverside,Returning
2024-05-18 14:00:00,INV4016,Laptop,Electronics,5,59964,299820,Online Gateway,Riverside,Returning
2024-12-05 12:00:00,INV4017,Shoes,Fashion,1,2399,2399,UPI,City Center,New
2024-04-02 09:00:00,INV4018,Smartphone,Electronics,4,20106,80424,Online Gateway,City Center,New
2024-07-25 23:00:00,INV4019,Shoes,Fashion,5,2660,13300,UPI,City Center,Returning
2024-04-08 17:00:00,INV4020,Laptop,Electronics,1,59986,59986,Card,Riverside,Returning
2024-05-31 14:00:00,INV4021,Smartphone,Electronics,3,19950,59850,Online Gateway,City Center,Returning
2024-08-26 10:00:00,INV4022,Jeans,Fashion,2,1654,3308,Card,City Center,Returning
2024-07-04 04:00:00,INV4023,Novel,Books,2,514,1028,Online Gateway,City Center,New
2024-11-13 10:00:00,INV4024,Washing Machine,Home Appliances,4,14962,59848,Cash,City Center,Returning
2024-06-13 11:00:00,INV4025,Headphones,Electronics,1,1445,1445,Cash,City Center,Returning
2024-03-10 20:00:00,INV4026,Headphones,Electronics,4,1496,5984,Cash,Riverside,New
2024-02-19 20:00:00,INV4027,Novel,Books,2,687,1374,Online Gateway,City Center,Returning
2024-04-26 03:00:00,INV4028,Jeans,Fashion,2,1720,3440,UPI,Riverside,New
2024-11-05 16:00:00,INV4029,Headphones,Electronics,3,1585,4755,Online Gateway,Riverside,New
2024-11-26 07:00:00,INV4030,Jeans,Fashion,5,1859,9295,Online Gateway,Riverside,Returning
2024-05-18 06:00:00,INV4031,T-shirt,Fashion,3,685,2055,Card,Riverside,Returning
2024-10-05 17:00:00,INV4032,Mixer Grinder,Home Appliances,3,3679,11037,UPI,Riverside,Returning
2024-03-31 16:00:00,INV4033,Jeans,Fashion,3,1964,5892,UPI,City Center,New
2024-06-04 23:00:00,INV4034,T-shirt,Fashion,5,660,3300,Cash,Riverside,Returning
2024-07-03 06:00:00,INV4035,Laptop,Electronics,2,59803,119606,Cash,City Center,New
2024-06-08 08:00:00,INV4036,T-shirt,Fashion,3,927,2781,Card,City Center,New
2024-04-12 03:00:00,INV4037,Shoes,Fashion,2,2629,5258,Cash,Riverside,Returning
2024-01-27 04:00:00,INV4038,Smartphone,Electronics,2,19802,39604,UPI,Riverside,Returning
2024-11-20 02:00:00,INV4039,Laptop,Electronics,5,59904,299520,Online Gateway,City Center,New
2024-06-03 00:00:00,INV4040,T-shirt,Fashion,3,745,2235,Online Gateway,Riverside,Returning
2024-06-02 02:00:00,INV4041,Headphones,Electronics,4,1653,6612,Card,Riverside,Returning
2024-06-12 17:00:00,INV4042,Notebook,Books,4,268,1072,UPI,Riverside,New
2024-04-25 05:00:00,INV4043,Pen Set,Books,1,-84,-84,UPI,City Center,Returning
2024-07-01 01:00:00,INV4044,T-shirt,Fashion,2,635,1270,Card,City Center,New
2024-12-12 03:00:00,INV4045,Pen Set,Books,2,-53,-106,Cash,City Center,New
2024-07-25 12:00:00,INV4046,Novel,Books,2,630,1260,Cash,Riverside,New
2024-01-29 20:00:00,INV4047,Laptop,Electronics,4,60178,240712,Cash,City Center,New
2024-05-11 18:00:00,INV4048,Washing Machine,Home Appliances,3,15050,45150,Card,City Center,Returning
2024-02-16 01:00:00,INV4049,Jeans,Fashion,1,1872,1872,Card,Riverside,Returning
2024-05-05 08:00:00,INV4050,Mixer Grinder,Home Appliances,1,3640,3640,Online Gateway,City Center,New
2024-03-31 01:00:00,INV4051,Jeans,Fashion,4,1837,7348,UPI,Riverside,Returning
2024-12-13 17:00:00,INV4052,Mixer Grinder,Home Appliances,3,3547,10641,Card,Riverside,New
2024-06-03 03:00:00,INV4053,Novel,Books,1,466,466,Card,City Center,Returning
2024-06-06 18:00:00,INV4054,Washing Machine,Home Appliances,5,14923,74615,Cash,Riverside,New
2024-06-24 00:00:00,INV4055,Mixer Grinder,Home Appliances,2,3667,7334,Online Gateway,City Center,Returning
2024-03-20 17:00:00,INV4056,Headphones,Electronics,1,1534,1534,Card,City Center,Returning
2024-08-18 00:00:00,INV4057,Pen Set,Books,2,139,278,Card,City Center,Returning
2024-03-14 20:00:00,INV4058,Headphones,Electronics,2,1379,2758,Card,Riverside,New
2024-04-25 20:00:00,INV4059,Smartphone,Electronics,4,19967,79868,Cash,Riverside,New
2024-11-05 07:00:00,INV4060,Mixer Grinder,Home Appliances,5,3373,16865,Card,City Center,Returning
2024-04-29 15:00:00,INV4061,Notebook,Books,3,259,777,Card,City Center,Returning
2024-01-28 12:00:00,INV4062,Mixer Grinder,Home Appliances,3,3436,10308,Online Gateway,City Center,Returning
2024-09-17 02:00:00,INV4063,Pen Set,Books,4,227,908,Online Gateway,City Center,New
2024-02-17 04:00:00,INV4064,Washing Machine,Home Appliances,3,14926,44778,Cash,Riverside,Returning
2024-01-30 03:00:00,INV4065,T-shirt,Fashion,5,996,4980,Online Gateway,City Center,New
2024-11-07 06:00:00,INV4066,Microwave,Home Appliances,5,7098,35490,Online Gateway,City Center,New
2024-09-19 09:00:00,INV4067,Novel,Books,2,525,1050,Cash,City Center,New
2024-11-21 12:00:00,INV4068,Jeans,Fashion,2,1941,3882,Online Gateway,Riverside,New
2024-07-08 21:00:00,INV4069,Shoes,Fashion,4,2662,10648,UPI,City Center,New
2024-03-31 19:00:00,INV4070,Headphones,Electronics,2,1314,2628,Cash,City Center,Returning
2024-12-10 19:00:00,INV4071,Washing Machine,Home Appliances,1,15080,15080,Card,City Center,New
2024-02-29 06:00:00,INV4072,Laptop,Electronics,3,60189,180567,Online Gateway,Riverside,Returning
2024-05-12 12:00:00,INV4073,Jeans,Fashion,2,1954,3908,UPI,Riverside,New
2024-06-28 20:00:00,INV4074,Shoes,Fashion,5,2501,12505,Cash,City Center,New
2024-10-06 00:00:00,INV4075,Laptop,Electronics,3,59954,179862,Card,Riverside,New
2024-01-26 14:00:00,INV4076,Novel,Books,5,464,2320,Cash,Riverside,New
2024-07-09 10:00:00,INV4077,Jeans,Fashion,2,1707,3414,Cash,City Center,New
2024-01-12 06:00:00,INV4078,Notebook,Books,5,-15,-75,UPI,City Center,New
2024-04-12 20:00:00,INV4079,T-shirt,Fashion,2,844,1688,UPI,City Center,New
2024-05-30 07:00:00,INV4080,Novel,Books,2,302,604,Online Gateway,Riverside,New
2024-05-08 03:00:00,INV4081,Shoes,Fashion,5,2555,12775,Cash,City Center,New
2024-01-13 01:00:00,INV4082,Washing Machine,Home Appliances,1,15124,15124,Card,City Center,New
2024-12-04 08:00:00,INV4083,Shoes,Fashion,2,2360,4720,Online Gateway,Riverside,Returning
2024-10-02 14:00:00,INV4084,Notebook,Books,2,-73,-146,Cash,City Center,New
2024-05-15 12:00:00,INV4085,Smartphone,Electronics,4,20006,80024,Cash,City Center,New
2024-11-04 23:00:00,INV4086,Laptop,Electronics,1,60116,60116,Cash,Riverside,New
2024-10-09 03:00:00,INV4087,Pen Set,Books,3,188,564,Online Gateway,City Center,New
2024-01-12 14:00:00,INV4088,Novel,Books,2,318,636,UPI,City Center,Returning
2024-01-25 04:00:00,INV4089,Washing Machine,Home Appliances,3,14906,44718,Cash,City Center,Returning
2024-07-25 14:00:00,INV4090,Notebook,Books,3,297,891,Cash,City Center,Returning
2024-12-17 21:00:00,INV4091,Headphones,Electronics,1,1346,1346,UPI,City Center,Returning
2024-06-27 04:00:00,INV4092,Notebook,Books,5,-29,-145,UPI,City Center,Returning
2024-11-29 05:00:00,INV4093,Headphones,Electronics,2,1605,3210,UPI,Riverside,New
2024-07-18 00:00:00,INV4094,Laptop,Electronics,5,59899,299495,UPI,Riverside,Returning
2024-02-04 08:00:00,INV4095,Smartphone,Electronics,1,19909,19909,UPI,City Center,Returning
2024-06-08 16:00:00,INV4096,Laptop,Electronics,1,59917,59917,Online Gateway,City Center,New
2024-08-14 21:00:00,INV4097,T-shirt,Fashion,2,817,1634,UPI,Riverside,Returning
2024-02-27 12:00:00,INV4098,Washing Machine,Home Appliances,3,15190,45570,Card,City Center,New
2024-09-29 06:00:00,INV4099,T-shirt,Fashion,1,980,980,Card,City Center,New
2024-05-11 12:00:00,INV4100,Microwave,Home Appliances,1,7016,7016,Cash,Riverside,New
2024-06-28 11:00:00,INV4101,Microwave,Home Appliances,2,7085,14170,Online Gateway,Riverside,New
2024-08-22 18:00:00,INV4102,Headphones,Electronics,5,1617,8085,Cash,Riverside,New
2024-12-23 07:00:00,INV4103,Washing Machine,Home Appliances,4,15102,60408,Cash,Riverside,New
2024-08-30 02:00:00,INV4104,Headphones,Electronics,2,1444,2888,Cash,Riverside,Returning
2024-12-21 13:00:00,INV4105,T-shirt,Fashion,2,950,1900,Cash,City Center,Returning
2024-09-04 06:00:00,INV4106,Laptop,Electronics,2,59830,119660,Cash,City Center,Returning
2024-05-09 13:00:00,INV4107,Washing Machine,Home Appliances,4,15088,60352,Online Gateway,Riverside,Returning
2024-06-19 02:00:00,INV4108,T-shirt,Fashion,5,633,3165,UPI,Riverside,Returning
2024-05-15 00:00:00,INV4109,Jeans,Fashion,3,1817,5451,Card,City Center,Returning
2024-09-08 04:00:00,INV4110,Microwave,Home Appliances,1,6870,6870,UPI,Riverside,Returning
2024-03-18 01:00:00,INV4111,Laptop,Electronics,1,59822,59822,Cash,City Center,New
2024-12-20 01:00:00,INV4112,Laptop,Electronics,2,59813,119626,Online Gateway,City Center,New
2024-04-24 13:00:00,INV4113,Microwave,Home Appliances,4,6941,27764,Cash,Riverside,New
2024-10-05 08:00:00,INV4114,Washing Machine,Home Appliances,5,14821,74105,Cash,City Center,Returning
2024-01-09 13:00:00,INV4115,Microwave,Home Appliances,1,6875,6875,Cash,City Center,Returning
2024-11-02 08:00:00,INV4116,Pen Set,Books,1,87,87,Cash,City Center,New
2024-07-10 07:00:00,INV4117,Washing Machine,Home Appliances,4,14852,59408,Card,City Center,Returning
2024-05-23 18:00:00,INV4118,Pen Set,Books,2,20,40,Cash,City Center,Returning
2024-10-27 14:00:00,INV4119,Jeans,Fashion,5,1741,8705,Online Gateway,Riverside,New
2024-06-07 19:00:00,INV4120,Washing Machine,Home Appliances,2,14858,29716,Card,City Center,New
2024-08-02 05:00:00,INV4121,Novel,Books,4,393,1572,UPI,Riverside,Returning
